# ln(den) G1 G2 G3 G4 G5 G6
-1.249610479008783637e+00 2.351460695552152647e+00 -2.809258541951853871e+00 8.429939999999997990e-01 5.856875999999997973e+00 -3.988019999999999232e+00 4.666583999999999177e-01
-3.977455354956205280e-01 -7.430959196014972346e-01 1.239197747301819641e+00 1.553136000000000294e+00 5.159892000000001033e+00 -4.784195999999999671e+00 -1.893839999999999968e+00
-7.658400730633475872e-02 -4.462495229527352336e+00 8.402325287747862692e-01 -4.022316000000000003e+00 1.572923999999999545e+00 2.948832000000000342e+00 5.294556000000000040e+00
1.193708661392381298e+00 -1.326565839773382161e+00 -8.230948017198172484e-02 -5.667816000000001964e+00 -1.874568000000000456e+00 2.433456000000000063e+00 -2.661576000000000164e+00
1.396446649555177721e+00 -4.845945216607503436e-01 -9.004836804234264136e-01 1.415363999999999844e+00 -2.013564000000000132e+00 3.846011999999999986e+00 4.208975999999999829e+00
2.642910124003770900e+00 -1.116999932425588038e-01 1.704938961635926731e-01 2.382911999999999697e+00 -2.123940000000000161e+00 -6.289884000000000031e-01 2.202047999999999561e+00
2.152599161061527600e+00 -2.551275822488227263e+00 7.359078814251009126e-02 3.843708000000000347e+00 -1.062491999999999992e+00 5.066615999999999342e-01 2.175672000000000050e+00
1.092995976650714018e+00 6.256861499907142132e+00 -4.381388326522658305e-01 -9.990263999999999811e-01 1.848311999999999955e+00 4.758108000000000337e-01 -2.747892000000000667e+00
1.740911407651201781e+00 -3.022875438383973101e+00 1.234856914494820990e-01 6.024083999999999550e-01 -3.516563999999999801e+00 3.305387999999999771e+00 -2.100384000000000029e+00
1.429689359540073479e+00 4.425140038396400577e+00 -1.006335245183239691e-01 -3.582335999999999743e+00 1.209108000000000072e+00 3.210959999999999148e+00 -7.260215999999999337e-01
-8.961728350292772483e-01 3.620807996918893323e-01 1.027810237568456797e+00 -1.966452000000000311e+00 -4.900692000000000936e-01 5.686080000000000467e+00 4.362876000000001087e-01
6.097016758585693808e-01 2.127077465384140886e+00 3.820207002238740768e-01 -3.758748000000000644e+00 -1.693920000000000314e+00 -1.860432000000000308e+00 -8.602608000000001864e-02
4.202809041659782974e-01 4.979966792236282025e+00 -1.490224222769600981e+00 6.989328000000000207e-01 -2.862035999999999802e+00 -3.593771999999999966e+00 -2.110884000000000427e+00
1.832689422956585545e+00 4.042502769396688400e+00 2.601139806747289063e-01 2.626152000000000264e+00 -5.778744000000000103e-01 2.068859999999999921e+00 2.593463999999999992e+00
-2.180511692491220455e+00 2.601504413565237428e+00 -2.931174127453447742e+00 -4.946591999999999878e+00 -6.581628000000000256e+00 2.687796000000000074e-01 6.662735999999997993e-01
1.900896508674172702e+00 -3.476470825140017151e+00 1.478896346986695809e+00 5.070455999999999852e-01 -1.139591999999999938e+00 -1.404096000000000011e+00 -6.074160000000000670e-01
2.780097831449671375e+00 1.001229318965420223e+00 3.259778487245707512e-01 -1.749263999999999708e+00 -4.988748000000000626e-01 5.635751999999999429e-01 -2.627687999999999580e+00
-3.123230605034016616e+00 -2.560019757173847221e+00 2.281725516009207588e+00 -2.030051999999999968e+00 -2.394516000000000144e-01 9.997187999999999519e+00 -1.315884000000000054e+00
-3.334793376724036751e+00 7.611480596546477129e-01 2.354655152703679200e+00 -2.358636000000000621e+00 4.074071999999999250e+00 2.242343999999999934e-02 9.593688000000000216e+00
8.958051913682919531e-01 2.018954011614540356e+00 -1.360333602379199203e+00 3.776495999999999853e+00 -3.668412000000000894e+00 -2.598240000000000549e+00 -1.898028000000000493e+00
2.274872890139293669e-01 -9.994723671177947466e-01 -5.990708865574763120e-01 3.434243999999999630e+00 -2.407955999999999541e+00 -6.231851999999999059e+00 3.640343999999999802e+00
-3.362931112481470031e+00 -1.863310355517800776e+00 -1.518509583817304165e+00 7.495307999999997861e+00 -3.835019999999999207e+00 -4.861931999999999920e-01 -6.791759999999998243e+00
4.877020665415082168e-01 2.122431508234464914e+00 1.018617771457630772e+00 6.617675999999998560e+00 1.528403999999999652e+00 2.829491999999999674e+00 6.745103999999998434e-01
-5.444505417020044022e-03 2.633850660566232182e+00 -2.350165728218074790e+00 2.620283999999999835e+00 5.020295999999999648e-01 -4.822572000000000525e-01 -3.722400000000000375e+00
2.042785246120050191e-01 -1.422388900523444022e+00 -1.463238525476836527e+00 9.197700000000001985e-01 4.968516000000001043e+00 -3.652296000000000209e+00 3.430571999999999733e+00
1.107781244900625905e+00 4.538706339602339157e-01 1.269478367695159760e+00 -2.731307999999999847e+00 -1.351475999999999678e+00 5.329019999999999868e+00 -1.315379999999999772e+00
1.044777863839192245e+00 3.804441771199802869e+00 -3.713398255681691906e-01 -6.094115999999999422e-01 5.381231999999998905e+00 -2.498807999999999918e+00 1.698155999999999555e+00
-2.997059849463580838e-01 3.292589678988683488e+00 6.146684510911023525e-01 -3.474336000000000979e+00 -3.947316000000000713e+00 -6.377016000000001128e+00 -2.028000000000000025e+00
8.812790893443038787e-01 -1.557098917948071648e+00 -1.575105505732365963e+00 -4.580832000000001347e-01 -1.683648000000000367e-01 -3.218664000000001302e+00 -1.959912000000000099e+00
-2.820817351310345611e+00 7.382101575457800990e+00 1.242875557809871578e+00 -2.733947999999999823e+00 -2.068500000000000227e+00 1.997495999999999938e+00 -8.012700000000002376e+00
1.724004754959050256e+00 -1.914894218729716879e+00 -4.811400485097843127e-01 -4.812491999999998882e+00 -6.031595999999999069e-01 1.203323999999999838e+00 -2.674991999999999592e+00
2.059732922407511435e-01 1.506296736967562833e+00 -5.654458980231177323e-01 1.211916000000000382e-01 3.710784000000001193e+00 2.689080000000000581e+00 -6.949848000000001136e+00
-7.180227444716886787e-01 -4.152466245996238925e+00 -2.219989532753485317e+00 7.568592000000000652e-01 -2.768268000000000839e+00 8.933184000000000680e-01 3.711228000000001082e+00
-1.014283852759784388e+00 -2.626387030338873108e-01 -1.853122617633597757e+00 1.121134799999999876e+00 -2.310227999999999948e+00 2.499995999999999441e+00 6.408443999999998475e+00
1.646529606649733690e+00 -3.944585451834170087e+00 7.180424826963124341e-01 -9.952632000000000145e-01 -1.600800000000000001e+00 1.168833600000000139e+00 3.871091999999999533e+00
1.020036716621217643e+00 -4.698781800772738215e+00 -3.035269284847754157e-01 -4.205364000000001212e+00 -1.019386800000000148e+00 -1.871736000000000288e+00 3.069552000000000724e+00
-2.543724235874233151e-03 1.430156269756600818e+00 -1.838546060991647968e+00 4.838891999999999527e+00 -9.010776000000000896e-02 -2.894759999999999778e+00 3.790127999999999275e+00
1.707449644723647353e+00 -1.773578120323004548e+00 2.330390320424816919e-01 -2.084531999999999829e+00 -2.988227999999999440e+00 -2.756915999999999478e+00 3.698004000000000069e+00
-1.359962833294478202e+00 7.273092094468948332e+00 1.891635364156480259e+00 6.018263999999999836e-01 5.581308000000000102e-02 4.730328000000000088e+00 -2.733816000000000024e+00
6.229376881631281115e-01 -7.016045900486901354e-01 7.547967261287398255e-01 3.173471999999999404e+00 6.701040000000000774e+00 2.023403999999999314e+00 -1.829219999999999735e-01
5.981828702544331744e-01 -6.635903541912604453e-01 5.496515589712748229e-01 -4.879115999999999786e+00 -2.050919999999999965e-01 -1.723331999999999864e+00 -5.922287999999999997e+00
-1.132618248759438728e+00 2.426616016164893974e+00 2.520960046839731739e+00 -4.338011999999999979e+00 3.152628000000000097e-01 3.611279999999999824e+00 4.194455999999999740e+00
1.309546868239527928e+00 -3.310153431369809329e+00 -5.281232772148790611e-01 -2.474399999999999711e+00 -2.206955999999999474e+00 4.748268000000000377e+00 -8.506379999999997832e-01
2.098258083446546518e+00 2.197988704672154014e+00 1.155642845250453243e+00 -2.214719999999999800e+00 1.346471999999999891e+00 -2.520623999999999754e+00 -3.945000000000000173e-01
-3.362548424230503930e+00 7.165856698672006253e+00 -8.569214854041459217e-01 -9.446267999999996334e+00 1.757795999999999470e+00 -2.154263999999999513e+00 2.367515999999999732e+00
-3.848290861063720647e-01 8.564166062782019750e+00 -5.091346182909071150e-01 -3.360371999999999804e-01 1.240655999999999759e+00 -3.058871999999999591e+00 1.383539999999999992e+00
-4.731495006124303848e-01 4.707671402732603871e-01 -2.692781895412617477e+00 -2.040887999999999813e+00 1.045156799999999997e+00 5.328863999999999379e+00 -3.588972000000000051e+00
-2.003692476233606357e+00 -3.328685904274772955e+00 -1.268345128596944260e+00 -7.570319999999999272e-01 -2.593583999999999445e+00 4.535940000000000083e+00 -8.258039999999997605e+00
-3.845794722714694469e+00 3.072900134813200346e+00 2.047260381881413682e+00 -6.273071999999999981e+00 -8.926488000000002643e+00 3.030840000000000423e+00 -4.545828000000001756e-01
-3.364742033796622733e-01 -5.367138409393592546e-01 -1.608839426374183201e+00 -7.558175999999999561e+00 -1.116908400000000023e+00 -6.714683999999998543e-01 1.614827999999999708e+00
-8.793704529524817848e-02 -8.930153126614387427e-02 -7.037535503367050582e-01 7.161383999999999084e+00 -4.487472000000000349e+00 -2.041715999999999642e+00 -1.245419999999999972e+00
2.381060529478308929e+00 1.767114402242829119e+00 1.259534812505509915e+00 1.464107999999999965e+00 1.660931999999999853e+00 -1.030962000000000156e+00 -4.191695999999999755e-01
7.423672604789913199e-02 -2.075871083185699462e+00 2.748139665987229474e+00 1.446803999999999757e+00 -2.788331999999999589e+00 -2.039123999999999715e+00 3.243275999999998938e+00
-5.427426222661103916e-02 -2.039981142946869497e+00 -2.328022386171979541e+00 -3.188664000000001053e+00 -1.509503999999999735e+00 -1.372751999999999972e+00 -4.217508000000000479e+00
1.058007384342296797e+00 3.867001342158890576e-02 2.390048987121579926e-01 2.766887999999999792e+00 -2.947055999999999898e+00 2.488032000000000021e+00 5.543123999999999718e+00
1.321756053849063584e+00 3.468672121973769062e+00 -1.661840492143723536e-01 -1.521611999999999965e+00 -5.072459999999999525e+00 -1.336571999999999649e+00 2.302763999999999811e+00
2.564400786958501932e+00 2.627959065279383388e+00 2.729310496649239859e-01 1.490327999999999875e+00 1.012243199999999899e+00 -1.460172000000000025e+00 2.163287999999999656e+00
3.107367738832815363e+00 -2.252783680765556851e-01 4.897167614372991973e-01 1.137232799999999822e+00 1.112582399999999971e+00 -1.548095999999999917e-01 6.270911999999999320e-02
2.443700224455963799e+00 2.913378009072175590e-01 -3.394712887503861243e-01 2.078195999999999710e+00 7.740815999999999253e-01 3.725411999999999502e+00 -8.049504000000000659e-01
1.406830686077635006e-01 1.500351682680248100e+00 -2.046530512244232547e+00 1.055279999999999774e+00 3.479136000000000450e+00 -4.309044000000000096e+00 8.701512000000000135e-01
-6.983848121133224840e-01 7.262656647626640094e+00 3.417776462811309979e-01 1.411907999999999941e+00 -4.995659999999999989e+00 -1.494036000000000364e+00 -3.605652000000000967e+00
2.208358111544667102e-01 -4.603195453892039879e+00 -8.855581480545851036e-01 1.983671999999999880e+00 -4.853351999999998279e-02 -5.840087999999999724e+00 2.452188000000000034e+00
2.104749271532456056e+00 -1.298841296818240565e+00 1.209995353514164845e-01 4.136148000000000380e+00 -2.403815999999999953e+00 1.002913200000000060e+00 1.702884000000000064e+00
-3.147323501335587803e+00 8.371620117934947203e+00 1.785210498659209222e+00 -3.197567999999999522e+00 -3.232920000000000904e+00 -6.053279999999999994e+00 1.318188000000000137e+00
3.628402963793292413e-01 2.756640049300024042e+00 -3.904366189642362595e-01 5.404715999999999632e+00 2.110019999999999563e+00 2.623596000000000039e+00 -4.586268000000000455e+00
-1.671428486873931307e+00 9.217980272758262927e+00 1.551571220900096915e+00 -6.261288000000001519e-01 2.686968000000000689e+00 -1.724868000000000290e+00 -2.096964000000000716e+00
1.402991909563762851e+00 -1.826756529805777740e+00 4.542559661604087529e-01 -1.735031999999999908e+00 3.695219999999999949e+00 -4.547988000000000142e+00 1.760184000000000193e+00
2.277299191888190855e+00 -2.381124287934838879e+00 2.239891443799819637e-01 -7.006008000000000235e-01 3.422976000000000241e+00 2.295816000000000301e+00 -9.512807999999999264e-01
-1.196754689956966322e+00 1.465814160207903338e+00 -2.345240595659353833e+00 2.514623999999999970e+00 -1.214447999999999972e+00 -7.876319999999998878e-01 -5.347560000000000535e+00
1.060294573788277406e+00 -2.911515561984928113e-01 -5.832430299891492309e-01 1.106731200000000026e+00 6.063083999999998142e+00 3.568355999999999195e+00 2.701872000000000162e-01
7.224689621742153012e-01 6.053051781967957012e+00 6.400033620615697139e-01 3.884987999999999886e+00 8.547960000000001113e-01 2.272895999999999805e+00 9.251807999999999144e-01
-3.358494162135636341e+00 4.885678472095666081e+00 -3.660847644648347998e+00 2.557872000000000146e+00 3.356279999999999930e+00 -1.588356000000000101e+00 -1.902479999999999727e+00
-8.915943072800636138e-02 -3.496803903692920379e+00 7.913667249128177039e-02 4.707215999999998957e+00 2.304744000000000348e+00 -5.211815999999999782e+00 -3.785987999999999687e+00
2.005770801509670243e+00 3.141099578969438699e+00 1.306434113930210916e+00 2.150291999999999870e+00 5.749499999999999611e-01 -9.656975999999999338e-01 -1.246704000000000256e+00
1.474425602296169258e+00 5.031485844377310279e-01 -7.105596610976364635e-01 1.968635999999999608e+00 -2.589803999999999995e+00 3.845699999999999896e+00 3.738239999999999341e+00
-1.462361112075254876e+00 -7.223880733152280520e+00 1.051687034193915737e+00 -4.178699999999999193e+00 3.550451999999999941e+00 1.859387999999999597e+00 4.432175999999999227e+00
-5.979056146617915957e-01 1.279862155536145019e-01 1.177287310168108503e+00 -6.575747999999999038e+00 3.022991999999999013e+00 2.569199999999999928e+00 -4.833875999999998285e+00
1.112618743676422994e+00 -1.350109685808279059e+00 5.806080555964093087e-02 4.586543999999999954e+00 4.025256000000000611e+00 2.955791999999999753e+00 -2.140379999999999949e+00
-9.775856779208205172e-01 3.776421991019424773e+00 -1.123899373739316809e+00 -7.606151999999999802e+00 -1.083292800000000167e+00 1.819188000000000027e+00 3.964284000000000141e+00
-4.050772063496845377e+00 -4.927862944679686663e+00 3.893316873855800497e-01 4.694507999999999015e+00 -7.646615999999998081e+00 7.950983999999997387e+00 2.665223999999999371e+00
-1.492310809694995966e+00 5.761107395217662797e-01 2.522639003638114996e+00 2.506572000000000244e+00 3.104880000000000528e+00 7.347419999999999618e+00 -1.372068000000000065e+00
-3.561989395000329517e-01 -5.543418045104039349e-01 1.186014297690680452e+00 -4.771632000000001206e+00 3.385260000000000602e+00 -5.331528000000002043e-02 6.469775999999999527e+00
1.498621418256882443e+00 4.633163817578650479e-02 -5.719062725717184437e-01 -1.694892000000000065e+00 -7.872491999999999823e-01 2.472624000000000155e+00 1.983036000000000243e+00
9.692521083848315566e-01 2.490721973340279227e+00 -1.016030786459763968e+00 -2.794811999999999991e-02 6.798851999999998563e-01 1.461119999999999752e+00 2.144784000000000024e+00
1.998091504431141807e+00 -4.032343905993720057e+00 -9.742442774568816910e-01 -8.556611999999996776e-01 -1.440107999999999944e+00 -9.218003999999998532e-01 1.101460800000000129e+00
5.863761011351207308e-01 3.340369422404641409e+00 -2.570673025952637802e-01 -3.551736000000000004e+00 -6.281076000000000548e+00 7.894080000000000541e-02 1.129834800000000028e+00
4.861684613975099656e-01 3.850189131195665748e+00 4.489066891617283228e-01 -2.226659999999999404e-02 -1.923299999999999343e+00 -2.474615999999999261e+00 6.416819999999999524e+00
-5.232233831526418300e+00 -2.343001585995267089e+00 -3.876131382773799205e-01 -1.156012799999999885e+01 5.628587999999999703e+00 -2.939088000000000811e+00 -4.895819999999999617e+00
1.898108187088012322e+00 -1.019574574489248819e+00 1.955311062310855774e-01 4.916387999999999536e+00 -1.906535999999999564e+00 2.082755999999999830e+00 -2.563151999999999653e-01
-5.315883283349927962e-02 1.850886842061480353e+00 -1.315897848966607331e+00 -9.693551999999998614e-01 -2.152644000000000002e+00 4.519955999999999419e-01 7.531991999999998022e+00
2.855840778763937271e-01 -3.966636934284298199e+00 -8.516957953355321076e-02 4.032000000000000028e+00 -5.254716000000000165e+00 -4.650683999999998819e-01 3.514019999999999477e+00
-7.400148097607284203e-01 -2.367194007718552484e+00 5.632591371626454180e-01 -3.133164000000000282e+00 -2.206824000000000008e-01 8.172959999999999781e+00 3.473063999999999929e+00
1.530689489011023863e+00 -4.544050742411245736e+00 -6.261008750485964613e-01 -2.242080000000000073e+00 -2.728931999999999913e+00 1.526208000000000453e+00 -1.760880000000000223e+00
2.597462234452483365e+00 -6.659750182843379163e-01 -4.941003295190817823e-01 6.448043999999999443e-01 -1.026609600000000011e+00 2.615987999999999758e+00 -2.452128000000000085e+00
1.684293778048830958e+00 1.062976914084919677e+00 4.367426011317023793e-01 4.590456000000001424e+00 1.284228000000000369e+00 1.437228000000000172e+00 3.352415999999999840e+00
1.735012009440448866e+00 3.657469569046547964e+00 -1.527106363358139152e-01 -2.199624000000000579e-01 5.408604000000000189e-01 -5.381160000000000387e-01 4.824360000000001314e+00
2.265793303128634584e+00 -2.151443992785861514e+00 -1.145250821098504068e-01 -3.758423999999999765e+00 -1.964291999999999927e+00 -1.363427999999999862e+00 3.803879999999999484e-01
-2.128747341723347397e-01 -4.203300386407822664e+00 3.043470032644459700e-01 1.158802799999999911e+00 4.745328000000000657e+00 -6.475895999999998764e+00 1.040096400000000004e-01
-4.818397846841148136e-01 4.402170546451220190e+00 -1.750546637188914678e+00 5.961636000000000379e+00 2.263295999999999975e+00 1.284564000000000039e+00 -1.847760000000000069e+00
6.811716486315552155e-01 1.848148829882286570e+00 -2.192869296920326450e-01 -1.837787999999999922e-01 3.302975999999999246e+00 -3.163283999999999985e+00 6.165312000000000126e+00
-3.677799670918074360e-01 5.187660041678253009e+00 2.176710140074050059e+00 1.436280000000000001e+00 -1.632851999999999970e+00 1.371396000000000281e+00 -4.062095999999999485e+00
1.566154724810601140e+00 -2.458487108205155813e+00 -4.140382982122921551e-01 2.474315999999999960e+00 5.161728000000000094e+00 1.451016000000000528e-01 1.112355599999999889e+00
1.815357674728628190e+00 2.163096142565605451e+00 8.923147416657105369e-02 -2.693004000000000175e+00 3.559031999999999751e-01 -1.261788000000000132e+00 4.671780000000000044e+00
1.396730694436642661e+00 1.810347781172602533e+00 -1.678410464734636509e+00 -3.645119999999999472e-01 2.500668000000000113e+00 1.803395999999999999e+00 -2.849916000000000782e+00
7.899743441042633707e-01 4.789972392274134627e+00 -1.017463881775467538e+00 8.072748000000000423e-02 3.511679999999999247e+00 -3.956891999999999410e+00 -9.258192000000000643e-01
3.695968952986914552e-02 -5.357802771570170375e-01 -3.186059446378420645e+00 2.892059999999998965e+00 -2.634635999999999645e-01 4.398923999999999168e+00 -7.272479999999998945e-01
-6.915977673157970296e-01 -2.957027334595568657e+00 -5.127166728084076031e-01 5.203440000000001397e+00 -4.850712000000001467e+00 -4.551876000000001810e+00 3.655008000000001367e+00
-1.224687136571478430e+00 2.057681327994427711e+00 -2.058017798291087885e+00 7.069643999999998263e-01 -2.486915999999999571e-01 -7.263683999999999585e+00 2.811431999999999487e+00
1.469410389075014756e+00 2.567671559133681836e+00 1.164709617695399269e+00 -2.272848000000000646e+00 4.456080000000000041e-01 7.018800000000001704e-01 4.531260000000001398e+00
2.017261440740448108e+00 2.689083040622289200e+00 9.865177847581557691e-01 9.280751999999998780e-01 -9.239903999999998785e-01 -3.170675999999999384e+00 1.975200000000000067e+00
2.345124105511304347e+00 1.363929251104467832e+00 2.825321113474745793e-01 -3.385439999999999117e+00 -1.821383999999999670e+00 -2.225232000000000099e+00 7.707707999999997561e-01
3.130901926387393841e-01 2.357092853426592249e+00 -1.553459723789183677e-01 1.302996000000000043e+00 -4.164132000000000389e+00 -6.786792000000001934e+00 8.649503999999997861e-01
1.034391271607106644e+00 -7.291643911234506337e-02 -1.571745698631501265e+00 -5.096327999999998859e-01 6.662664000000000364e-01 -4.250135999999999470e+00 3.541559999999999597e+00
-2.748399449633505576e+00 -1.647874830499709509e+00 8.774998618870429867e-01 -9.623819999999998487e+00 -5.299331999999999709e+00 -3.689640000000000253e+00 1.369067999999999952e+00
-3.708722836832299752e+00 -8.946545170607018704e+00 -4.349742183851475485e-01 1.379171999999999620e+00 1.748195999999999639e+00 7.011683999999998917e+00 -4.975439999999998975e+00
2.399200308892847300e+00 2.706677450023842635e+00 -6.649704332612467184e-01 8.643035999999998387e-01 -2.159603999999999857e+00 -1.047154799999999941e+00 2.033039999999999736e+00
-3.698146192786964992e+00 -4.446815998807058246e-01 3.592695000333447908e+00 -3.685235999999999734e+00 -1.053082799999999875e+00 6.401616000000000639e+00 -2.954244000000000092e+00
1.477426846893631573e+00 5.073190872870638302e+00 -5.673568496365761771e-01 -6.264167999999998848e-01 2.673767999999999478e+00 2.167343999999999937e+00 1.759307999999999872e+00
1.182714872117432758e+00 3.247220339214965446e+00 8.713010670516994072e-01 1.346939999999999804e+00 5.140751999999999100e+00 9.025175999999999199e-01 -2.245452000000000226e+00
-1.678024473402566441e+00 7.822911026983665472e-01 -1.982640711854429139e+00 -1.496292000000000399e+00 5.392728000000001742e+00 2.146272000000000180e+00 6.735180000000001499e+00
5.190937283630078225e-01 -1.649198477327674217e+00 1.218646869109081932e+00 4.483416000000000956e+00 -5.535768000000000022e+00 5.677775999999999934e-01 -9.868860000000001520e-01
-8.959078570304529476e-01 -3.925861306105125209e-02 1.472621030496634509e+00 -4.905251999999999946e+00 -3.271679999999999033e+00 -6.301403999999998007e+00 -2.962871999999999506e+00
2.078894952778089333e+00 2.929081175864169495e+00 4.812155445967122858e-01 -1.476779999999999982e+00 -1.746383999999999492e+00 -2.466432000000000180e+00 -2.731968000000000174e+00
9.372225769880657698e-01 3.347390428746191304e+00 -1.516219369057318689e+00 3.389651999999999887e+00 1.217015999999999654e-01 1.810451999999999728e+00 -3.395591999999999722e+00
-4.819260545598496037e-01 -6.465940248856559824e-01 -3.707601828917447939e+00 -1.002602400000000005e+00 4.311696000000000417e+00 2.378988000000000214e-01 -3.693707999999999991e+00
-1.096999528058289819e+00 2.079222658302047055e-01 -1.563558141616680608e+00 -5.739707999999996701e+00 6.635615999999997960e+00 -2.240183999999999287e+00 -1.060525199999999613e+00
-5.866661103516256581e+00 2.276147376617585205e-01 6.976132237383765311e-01 4.163015999999999828e+00 -1.338384000000000285e+01 -3.883332000000000228e+00 -2.102268000000000470e+00
-8.891854771413202352e-01 -3.907787016759185494e+00 -1.167637229236748952e+00 7.720595999999997794e+00 2.815715999999999219e+00 3.276647999999999228e-01 -4.257839999999999403e-01
1.471158593613426657e-01 2.742025746253366592e+00 1.500289463689510550e+00 -6.838427999999999507e+00 -9.676812000000003522e-01 -1.395875999999999895e+00 6.283391999999999866e-01
-1.660037448501392454e+00 -3.627551999285736906e-01 3.677385000202515908e+00 2.621603999999999601e+00 7.762955999999997525e-01 -6.703151999999998889e-01 -1.642967999999999762e+00
-9.978993675077421077e-01 -5.920784348559119392e-01 1.427902203825210492e+00 -1.116077999999999903e+00 8.084879999999998290e+00 9.110723999999997824e-01 4.352843999999999269e+00
1.552046566813109596e+00 -4.973226235033727960e+00 7.571636052911802084e-01 -2.127095999999999876e+00 1.769244000000000094e-01 2.824343999999999966e+00 7.099727999999999595e-02
-3.937853368333606441e-01 4.942789008920630778e+00 5.214118410979937668e-01 2.245824000000000265e+00 -5.746728000000000058e+00 2.636892000000000014e+00 4.114008000000000109e+00
1.878893262038704659e+00 7.657126668069008657e-01 8.084969999463401669e-01 9.041676000000002933e-01 -5.052348000000001171e+00 4.790160000000001084e-01 1.272672000000000248e+00
-3.043015723645871251e+00 3.434070581048211945e+00 -1.658252777111257070e-01 1.443491999999999775e+00 -6.862751999999998631e+00 -8.670732000000000994e+00 3.970643999999999174e+00
-3.341746341009551036e-01 1.818499100340328578e+00 -2.964494219212897574e-01 5.879724000000001283e+00 1.435584000000000415e+00 -2.996891999999999889e+00 6.124115999999999893e+00
1.446470685118356192e+00 8.253909866763242675e-01 6.869595870496163492e-01 1.665924000000000404e+00 2.137667999999999680e+00 2.158608000000000082e+00 9.255383999999999833e-01
-2.710973346434590592e-02 -4.421188650181698820e-01 -8.801388732346502319e-01 -6.660960000000000492e-02 6.888612000000001956e+00 1.144587600000000371e+00 2.702172000000000462e-01
1.599953820737492149e+00 -2.303285609791406507e+00 -1.474946056646775805e+00 6.120515999999998069e-01 -9.738899999999997004e-01 -2.209115999999999858e+00 3.244511999999999396e-02
-1.088606123203275322e+00 -2.187012040915633726e+00 -1.495876048973627581e+00 3.699276000000000231e+00 6.015083999999999875e+00 -4.088244000000000433e+00 -1.158099600000000118e+00
1.871464775534461333e+00 -1.165173454383220175e+00 8.678516435606487001e-01 -9.998064000000004281e-01 4.318308000000001812e+00 2.047464000000000617e+00 -1.721856000000000275e+00
-2.178940960275931094e+00 3.645700409462370173e-01 1.960336044193464078e+00 -2.503800000000000914e+00 7.952352000000001198e+00 -3.463583999999999996e+00 -4.360404000000000835e+00
2.469422265905830027e+00 4.949526483009431543e-01 2.571576152449676078e-01 -2.844119999999999759e+00 1.427807999999999966e+00 2.684111999999999831e+00 -1.317227999999999843e+00
-3.380990018425522048e-01 3.673478948886161888e-01 1.929694032448476815e-01 -4.109244000000000341e+00 2.418636000000000674e+00 -5.423447999999999602e-01 7.535844000000000431e-01
1.266095417380969090e-01 3.661528083599130401e+00 -1.041605381708147648e+00 1.612211999999999978e+00 -3.840276000000000245e+00 5.244707999999999259e+00 3.002939999999999277e+00
-2.124705945401272000e+00 2.372225241700493648e+00 -2.545813521316111050e+00 3.208092000000000166e-01 5.392367999999999384e+00 -4.858200000000000074e+00 -4.669596000000000302e+00
-1.049899140057927172e+00 -2.934360344100867657e+00 2.208464718357276979e+00 3.206592000000000553e+00 -1.838039999999999896e+00 3.598319999999999297e-01 5.865839999999999499e+00
-2.167755933894893461e-01 2.247373400804510979e-01 2.212020341012009617e+00 4.386923999999998713e+00 3.152387999999999302e+00 2.248031999999999808e+00 3.297215999999999703e+00
-1.915363946105802295e+00 1.741735695546302587e-01 -2.252295090357729901e-01 2.838912000000000102e+00 2.076155999999999668e+00 5.605655999999999750e+00 4.147547999999999568e+00
9.964168067675125418e-01 -7.500865841367272413e-01 -1.563235704839806450e+00 3.917291999999998886e-01 4.105619999999998715e-01 -5.088119999999998200e+00 2.095979999999999510e+00
4.657081801155318335e-01 2.999421752418963472e+00 6.784054140888662321e-01 2.482271999999999812e-01 -4.177583999999999520e+00 5.510196000000001426e+00 -2.714856000000000158e+00
-1.037879713064326637e-01 2.677732482812378856e-01 -6.376124924630482971e-01 1.917432000000000580e-01 -5.788092000000000681e+00 4.161179999999999879e+00 9.173387999999997877e-01
-3.061672948921502879e+00 5.475016044506139323e+00 6.348547003319089388e-01 -1.779947999999999642e+00 -5.135111999999999455e+00 3.931080000000000130e-01 9.470447999999999311e+00
2.050458741696156384e+00 -3.295414789658789534e+00 3.862108434977131743e-01 -1.742592000000000585e+00 2.581955999999999918e+00 -6.476880000000000415e-01 -2.778912000000000049e+00
-4.014924589133057609e+00 -4.017588997137782614e-01 -9.237729228618721256e-02 -3.587892000000000969e+00 5.697588000000000541e+00 -7.720343999999999873e+00 -6.420851999999998228e+00
-2.315449644523662975e+00 2.463351932437023883e+00 -2.404765045976510418e+00 -2.990220000000000766e+00 -4.045020000000000948e+00 -8.552880000000000482e-01 -6.654767999999998906e+00
-2.334160953821549089e+00 8.646214005976964323e-01 2.984834551006008141e+00 -6.117060000000000386e+00 -4.054680000000001172e+00 -2.590872000000000064e+00 -4.872984000000000648e+00
-4.068443402375049089e+00 -5.063739059939369014e+00 5.200609047255928985e+00 -8.702772000000000840e-01 5.039772000000001029e+00 -5.964336000000000082e-01 -3.960132000000000652e+00
1.958477989297494171e+00 3.017107542304748424e+00 -1.148968641696150206e+00 -1.313400000000000123e+00 -2.502971999999999753e+00 1.615523999999999960e+00 1.275251999999999830e+00
