1.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	2.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	2.	2.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	2.6666666666666666666666666666666666666666666666667	2.	1.3333333333333333333333333333333333333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	2.6666666666666666666666666666666666666666666666667	3.3333333333333333333333333333333333333333333333333	1.3333333333333333333333333333333333333333333333333	0.66666666666666666666666666666666666666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.0666666666666666666666666666666666666666666666667	3.3333333333333333333333333333333333333333333333333	2.6666666666666666666666666666666666666666666666667	0.66666666666666666666666666666666666666666666666667	0.26666666666666666666666666666666666666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.0666666666666666666666666666666666666666666666667	4.3555555555555555555555555555555555555555555555556	2.6666666666666666666666666666666666666666666666667	1.5555555555555555555555555555555555555555555555556	0.26666666666666666666666666666666666666666666666667	0.088888888888888888888888888888888888888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.352380952380952380952380952380952380952380952381	4.3555555555555555555555555555555555555555555555556	3.9111111111111111111111111111111111111111111111111	1.5555555555555555555555555555555555555555555555556	0.71111111111111111111111111111111111111111111111111	0.088888888888888888888888888888888888888888888888889	0.025396825396825396825396825396825396825396825396825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.352380952380952380952380952380952380952380952381	5.1936507936507936507936507936507936507936507936508	3.9111111111111111111111111111111111111111111111111	2.5333333333333333333333333333333333333333333333333	0.71111111111111111111111111111111111111111111111111	0.26666666666666666666666666666666666666666666666667	0.025396825396825396825396825396825396825396825396825	0.0063492063492063492063492063492063492063492063492063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.5746031746031746031746031746031746031746031746032	5.1936507936507936507936507936507936507936507936508	5.0652557319223985890652557319223985890652557319224	2.5333333333333333333333333333333333333333333333333	1.2740740740740740740740740740740740740740740740741	0.26666666666666666666666666666666666666666666666667	0.084656084656084656084656084656084656084656084656085	0.0063492063492063492063492063492063492063492063492063	0.0014109347442680776014109347442680776014109347442681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.5746031746031746031746031746031746031746031746032	5.9085714285714285714285714285714285714285714285714	5.0652557319223985890652557319223985890652557319224	3.5463844797178130511463844797178130511463844797178	1.2740740740740740740740740740740740740740740740741	0.52148148148148148148148148148148148148148148148148	0.084656084656084656084656084656084656084656084656085	0.023280423280423280423280423280423280423280423280423	0.0014109347442680776014109347442680776014109347442681	0.00028218694885361552028218694885361552028218694885362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.	3.7564213564213564213564213564213564213564213564214	5.9085714285714285714285714285714285714285714285714	6.1395414462081128747795414462081128747795414462081	3.5463844797178130511463844797178130511463844797178	1.9188712522045855379188712522045855379188712522046	0.52148148148148148148148148148148148148148148148148	0.1794708994708994708994708994708994708994708994709	0.023280423280423280423280423280423280423280423280423	0.0056437389770723104056437389770723104056437389770723	0.00028218694885361552028218694885361552028218694885362	0.000051306717973384640051306717973384640051306717973385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
